site_date,sampling_method,sample,sampling_area,organism_group,body_weight_units,body_length_units,multiplier,total_mgdm_m2,insect_mgdm_m2,site_id,date,year
COMO_2017-08-03,modifiedKicknet,COMO.20170803.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,473.20118044632403,468.24614291882784,COMO,2017-08-03,2017
COMO_2017-08-03,modifiedKicknet,COMO.20170803.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,261.1708592414756,261.1708592414756,COMO,2017-08-03,2017
COMO_2017-08-03,surber,COMO.20170803.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,180.0832860697913,180.0832860697913,COMO,2017-08-03,2017
COMO_2017-08-03,surber,COMO.20170803.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,441.0897761438881,427.2144485361928,COMO,2017-08-03,2017
COMO_2017-08-03,surber,COMO.20170803.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,2463.2900222463772,2404.20214451132,COMO,2017-08-03,2017
COMO_2017-08-03,surber,COMO.20170803.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,681.094809645445,387.554805176081,COMO,2017-08-03,2017
COMO_2017-08-03,surber,COMO.20170803.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,191.36101099315752,179.58170380044106,COMO,2017-08-03,2017
COMO_2017-08-30,modifiedKicknet,COMO.20170830.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,122.4678471538813,115.98248668497602,COMO,2017-08-30,2017
COMO_2017-08-30,modifiedKicknet,COMO.20170830.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,160.676868778765,155.12157531112413,COMO,2017-08-30,2017
COMO_2017-08-30,modifiedKicknet,COMO.20170830.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,170.2109793850701,169.628821385296,COMO,2017-08-30,2017
COMO_2017-08-30,surber,COMO.20170830.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,130.95138495107818,130.95138495107818,COMO,2017-08-30,2017
COMO_2017-08-30,surber,COMO.20170830.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,766.3654801252129,766.3654801252129,COMO,2017-08-30,2017
COMO_2017-08-30,surber,COMO.20170830.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,677.8836173711722,625.9461833693694,COMO,2017-08-30,2017
COMO_2017-08-30,surber,COMO.20170830.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,2739.330170993571,651.5158094329939,COMO,2017-08-30,2017
COMO_2017-08-30,surber,COMO.20170830.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,1280.05620102863,1072.2366685349439,COMO,2017-08-30,2017
COMO_2018-06-05,modifiedKicknet,COMO.20180605.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,65.80772067564178,25.006633969954574,COMO,2018-06-05,2018
COMO_2018-06-05,modifiedKicknet,COMO.20180605.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,37.812401790583465,34.34599328311051,COMO,2018-06-05,2018
COMO_2018-06-05,modifiedKicknet,COMO.20180605.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,157.38965567020185,139.6652611468713,COMO,2018-06-05,2018
COMO_2018-06-05,surber,COMO.20180605.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,180.26666632254302,166.58768868062435,COMO,2018-06-05,2018
COMO_2018-06-05,surber,COMO.20180605.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,364.2579200287629,341.0801130109059,COMO,2018-06-05,2018
COMO_2018-06-05,surber,COMO.20180605.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,275.67109198448924,272.09436363546496,COMO,2018-06-05,2018
COMO_2018-06-05,surber,COMO.20180605.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,343.3384493298023,338.0648649023845,COMO,2018-06-05,2018
COMO_2018-06-05,surber,COMO.20180605.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,194.0612160539686,174.6582779678647,COMO,2018-06-05,2018
COMO_2018-08-07,modifiedKicknet,COMO.20180807.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,356.2483619834903,350.1386982183294,COMO,2018-08-07,2018
COMO_2018-08-07,modifiedKicknet,COMO.20180807.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,590.271900502405,580.3702964945101,COMO,2018-08-07,2018
COMO_2018-08-07,modifiedKicknet,COMO.20180807.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,215.40211181749825,215.40211181749825,COMO,2018-08-07,2018
COMO_2018-08-07,surber,COMO.20180807.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,4017.711911639876,4017.711911639876,COMO,2018-08-07,2018
COMO_2018-08-07,surber,COMO.20180807.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,365.87909767401203,351.271172234947,COMO,2018-08-07,2018
COMO_2018-08-07,surber,COMO.20180807.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,271.1429495826304,256.5350241435654,COMO,2018-08-07,2018
COMO_2018-08-07,surber,COMO.20180807.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,1312.5651300562736,1250.4424855743518,COMO,2018-08-07,2018
COMO_2018-08-07,surber,COMO.20180807.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,310.3668924663194,310.3668924663194,COMO,2018-08-07,2018
COMO_2018-08-29,modifiedKicknet,COMO.20180829.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,294.4944985430399,289.8700969951784,COMO,2018-08-29,2018
COMO_2018-08-29,modifiedKicknet,COMO.20180829.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,80.51312493701535,76.41890032278508,COMO,2018-08-29,2018
COMO_2018-08-29,modifiedKicknet,COMO.20180829.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,267.13712216520884,263.21559387518755,COMO,2018-08-29,2018
COMO_2018-08-29,surber,COMO.20180829.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,23479.74248414211,23479.74248414211,COMO,2018-08-29,2018
COMO_2018-08-29,surber,COMO.20180829.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,160.37319943612152,160.0299682861139,COMO,2018-08-29,2018
COMO_2018-08-29,surber,COMO.20180829.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,453.62955935291427,453.62955935291427,COMO,2018-08-29,2018
COMO_2018-08-29,surber,COMO.20180829.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,167.37172756664353,167.37172756664353,COMO,2018-08-29,2018
COMO_2018-08-29,surber,COMO.20180829.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,1264.8402355639162,1235.519202533511,COMO,2018-08-29,2018
COMO_2019-08-07,modifiedKicknet,COMO.20190807.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,3.1284416426736485,1.9946970977858487,COMO,2019-08-07,2019
COMO_2019-08-07,modifiedKicknet,COMO.20190807.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,122.59604755449564,113.55681626855416,COMO,2019-08-07,2019
COMO_2019-08-07,modifiedKicknet,COMO.20190807.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,2.0656985099723943,2.0656985099723943,COMO,2019-08-07,2019
COMO_2019-08-07,surber,COMO.20190807.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,1210.65538031072,1200.5299178676005,COMO,2019-08-07,2019
COMO_2019-08-07,surber,COMO.20190807.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,323.3042616696951,323.3042616696951,COMO,2019-08-07,2019
COMO_2019-08-07,surber,COMO.20190807.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,69.69059648586345,68.39985321556529,COMO,2019-08-07,2019
COMO_2019-08-07,surber,COMO.20190807.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,753.6440370289444,687.7096314105064,COMO,2019-08-07,2019
COMO_2019-08-07,surber,COMO.20190807.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,396.57615093532394,391.87811642907525,COMO,2019-08-07,2019
COMO_2019-08-26,modifiedKicknet,COMO.20190826.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,821.6024368022807,748.8551420486466,COMO,2019-08-26,2019
COMO_2019-08-26,modifiedKicknet,COMO.20190826.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,258.3150619482086,254.81723016988167,COMO,2019-08-26,2019
COMO_2019-08-26,modifiedKicknet,COMO.20190826.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,823.0535805227787,809.926496554394,COMO,2019-08-26,2019
COMO_2019-08-26,surber,COMO.20190826.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,172.661376448278,172.661376448278,COMO,2019-08-26,2019
COMO_2019-08-26,surber,COMO.20190826.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,233.1811571891913,233.1811571891913,COMO,2019-08-26,2019
COMO_2019-08-26,surber,COMO.20190826.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,446.27516316158193,418.7477374018726,COMO,2019-08-26,2019
COMO_2019-08-26,surber,COMO.20190826.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,536.3352975601314,454.2423997060221,COMO,2019-08-26,2019
COMO_2019-08-26,surber,COMO.20190826.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,755.0819991499585,742.7832993156624,COMO,2019-08-26,2019
COMO_2020-08-03,modifiedKicknet,COMO.20200803.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,908.4422418172967,904.9308329313736,COMO,2020-08-03,2020
COMO_2020-08-03,modifiedKicknet,COMO.20200803.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,917.8130902999332,915.8112523250052,COMO,2020-08-03,2020
COMO_2020-08-03,modifiedKicknet,COMO.20200803.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,119.42019890969165,119.42019890969165,COMO,2020-08-03,2020
COMO_2020-08-03,surber,COMO.20200803.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,12.204087707257964,12.204087707257964,COMO,2020-08-03,2020
COMO_2020-08-03,surber,COMO.20200803.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,836.4835155888721,836.4835155888721,COMO,2020-08-03,2020
COMO_2020-08-03,surber,COMO.20200803.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,309.1053630997,268.4940359575064,COMO,2020-08-03,2020
COMO_2020-08-03,surber,COMO.20200803.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,51.39729375135488,51.39729375135488,COMO,2020-08-03,2020
COMO_2020-08-03,surber,COMO.20200803.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,175.41632306554254,158.57103996192424,COMO,2020-08-03,2020
COMO_2020-08-31,modifiedKicknet,COMO.20200831.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,1032.2287691202514,1032.2287691202514,COMO,2020-08-31,2020
COMO_2020-08-31,modifiedKicknet,COMO.20200831.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,471.02432740735946,455.41241087251694,COMO,2020-08-31,2020
COMO_2020-08-31,modifiedKicknet,COMO.20200831.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,244.76495799315106,244.38191202974255,COMO,2020-08-31,2020
COMO_2020-08-31,surber,COMO.20200831.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,50.45874865770503,50.45874865770503,COMO,2020-08-31,2020
COMO_2020-08-31,surber,COMO.20200831.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,405.4051185248883,405.4051185248883,COMO,2020-08-31,2020
COMO_2020-08-31,surber,COMO.20200831.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,92.82059253724954,92.82059253724954,COMO,2020-08-31,2020
COMO_2020-08-31,surber,COMO.20200831.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,550.8280792263462,522.7526073869823,COMO,2020-08-31,2020
COMO_2020-08-31,surber,COMO.20200831.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,117.02645674158944,114.31380765388396,COMO,2020-08-31,2020
COMO_2021-08-04,modifiedKicknet,COMO.20210804.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,221.87738063132576,210.13309738417394,COMO,2021-08-04,2021
COMO_2021-08-04,modifiedKicknet,COMO.20210804.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,65.45074534237392,51.70264392419556,COMO,2021-08-04,2021
COMO_2021-08-04,modifiedKicknet,COMO.20210804.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,208.53436249314709,202.86093799283347,COMO,2021-08-04,2021
COMO_2021-08-04,surber,COMO.20210804.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,147.44884777044342,129.48314577641378,COMO,2021-08-04,2021
COMO_2021-08-04,surber,COMO.20210804.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,144.90927011259808,144.03079155300549,COMO,2021-08-04,2021
COMO_2021-08-04,surber,COMO.20210804.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,81.84030794745087,81.84030794745087,COMO,2021-08-04,2021
COMO_2021-08-04,surber,COMO.20210804.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,1320.9116055055783,1275.9908854325017,COMO,2021-08-04,2021
COMO_2021-08-04,surber,COMO.20210804.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,16.965771419071,16.965771419071,COMO,2021-08-04,2021
COMO_2021-08-30,modifiedKicknet,COMO.20210830.KICKNET.1,0.25,macroinvertebrate,mg,mm,4,226.71527039446602,216.16342988599754,COMO,2021-08-30,2021
COMO_2021-08-30,modifiedKicknet,COMO.20210830.KICKNET.2,0.25,macroinvertebrate,mg,mm,4,5.145316538178192,4.026750102613089,COMO,2021-08-30,2021
COMO_2021-08-30,modifiedKicknet,COMO.20210830.KICKNET.3,0.25,macroinvertebrate,mg,mm,4,223.85822001171096,223.60285603610527,COMO,2021-08-30,2021
COMO_2021-08-30,surber,COMO.20210830.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,6.339992439161396,6.339992439161396,COMO,2021-08-30,2021
COMO_2021-08-30,surber,COMO.20210830.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,241.71756518822355,241.71756518822355,COMO,2021-08-30,2021
COMO_2021-08-30,surber,COMO.20210830.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,193.9075941373829,173.63017879615632,COMO,2021-08-30,2021
COMO_2021-08-30,surber,COMO.20210830.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,268.1979470795076,267.6630266742431,COMO,2021-08-30,2021
COMO_2021-08-30,surber,COMO.20210830.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,41.233457383028444,37.521205464790754,COMO,2021-08-30,2021
CUPE_2016-01-29,surber,CUPE.20160129.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,60.174929417347045,60.174929417347045,CUPE,2016-01-29,2016
CUPE_2016-01-29,surber,CUPE.20160129.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,178.75422422041498,178.75422422041498,CUPE,2016-01-29,2016
CUPE_2016-01-29,surber,CUPE.20160129.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,288580.6583258014,287.7121794101015,CUPE,2016-01-29,2016
CUPE_2016-01-29,surber,CUPE.20160129.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,216.5307114065663,161.31361745195593,CUPE,2016-01-29,2016
CUPE_2016-01-29,surber,CUPE.20160129.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,115.69011470097895,115.69011470097895,CUPE,2016-01-29,2016
CUPE_2016-01-29,surber,CUPE.20160129.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,9.512783086785001,9.512783086785001,CUPE,2016-01-29,2016
CUPE_2016-01-29,surber,CUPE.20160129.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,49.35973182029335,49.35973182029335,CUPE,2016-01-29,2016
CUPE_2016-01-29,surber,CUPE.20160129.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,38.4335569793496,38.4335569793496,CUPE,2016-01-29,2016
CUPE_2016-06-22,surber,CUPE.20160622.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,508.9764131695745,43.27067006799732,CUPE,2016-06-22,2016
CUPE_2016-06-22,surber,CUPE.20160622.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,134.68398086273578,79.46688690812542,CUPE,2016-06-22,2016
CUPE_2016-06-22,surber,CUPE.20160622.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,248.7520321599994,112.80129195703594,CUPE,2016-06-22,2016
CUPE_2016-06-22,surber,CUPE.20160622.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,50.323904033812475,50.323904033812475,CUPE,2016-06-22,2016
CUPE_2016-06-22,surber,CUPE.20160622.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,425398.2950236972,75.67926507705388,CUPE,2016-06-22,2016
CUPE_2016-06-22,surber,CUPE.20160622.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,59.84986330661485,59.84986330661485,CUPE,2016-06-22,2016
CUPE_2016-06-22,surber,CUPE.20160622.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,117.8136563585335,117.8136563585335,CUPE,2016-06-22,2016
CUPE_2016-06-22,surber,CUPE.20160622.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,120.87779371128707,120.87779371128707,CUPE,2016-06-22,2016
CUPE_2017-01-25,surber,CUPE.20170125.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,496.12169291870794,282.21974474254637,CUPE,2017-01-25,2017
CUPE_2017-01-25,surber,CUPE.20170125.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,72.55692056285324,64.2953452758349,CUPE,2017-01-25,2017
CUPE_2017-01-25,surber,CUPE.20170125.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,57.580892906801175,57.580892906801175,CUPE,2017-01-25,2017
CUPE_2017-01-25,surber,CUPE.20170125.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,14.726440313627077,14.726440313627077,CUPE,2017-01-25,2017
CUPE_2017-01-25,surber,CUPE.20170125.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,1804.244434114414,14.568793159406596,CUPE,2017-01-25,2017
CUPE_2017-01-25,surber,CUPE.20170125.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,31.50747285102012,31.50747285102012,CUPE,2017-01-25,2017
CUPE_2017-01-25,surber,CUPE.20170125.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,15.758237076253712,15.758237076253712,CUPE,2017-01-25,2017
CUPE_2017-01-25,surber,CUPE.20170125.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,4.3715246441755085,4.3715246441755085,CUPE,2017-01-25,2017
CUPE_2017-06-28,surber,CUPE.20170628.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,82.43524814897806,57.84981642015291,CUPE,2017-06-28,2017
CUPE_2017-06-28,surber,CUPE.20170628.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,76.44834151808433,76.44834151808433,CUPE,2017-06-28,2017
CUPE_2017-06-28,surber,CUPE.20170628.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,233.60959599814208,233.60959599814208,CUPE,2017-06-28,2017
CUPE_2017-06-28,surber,CUPE.20170628.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,32.45162862017532,32.45162862017532,CUPE,2017-06-28,2017
CUPE_2017-06-28,surber,CUPE.20170628.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,37.39642312110058,37.39642312110058,CUPE,2017-06-28,2017
CUPE_2017-06-28,surber,CUPE.20170628.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,42.626007994737726,42.626007994737726,CUPE,2017-06-28,2017
CUPE_2017-06-28,surber,CUPE.20170628.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,35.67129400568363,35.67129400568363,CUPE,2017-06-28,2017
CUPE_2017-06-28,surber,CUPE.20170628.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,72.98724742778084,64.32461313942191,CUPE,2017-06-28,2017
CUPE_2017-11-14,surber,CUPE.20171114.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,1816.2034535888577,51.11324436267556,CUPE,2017-11-14,2017
CUPE_2017-11-14,surber,CUPE.20171114.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,81.37519104240288,78.70677735801911,CUPE,2017-11-14,2017
CUPE_2017-11-14,surber,CUPE.20171114.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,9.767845261137243,9.767845261137243,CUPE,2017-11-14,2017
CUPE_2017-11-14,surber,CUPE.20171114.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,89.76766172285733,78.07779432464552,CUPE,2017-11-14,2017
CUPE_2017-11-14,surber,CUPE.20171114.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,24.756862165336223,16.094227876977293,CUPE,2017-11-14,2017
CUPE_2017-11-14,surber,CUPE.20171114.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,2.056197096805671,2.056197096805671,CUPE,2017-11-14,2017
CUPE_2017-11-14,surber,CUPE.20171114.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,20.164939906837432,20.164939906837432,CUPE,2017-11-14,2017
CUPE_2017-11-14,surber,CUPE.20171114.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,14.678166427455505,14.678166427455505,CUPE,2017-11-14,2017
CUPE_2018-01-23,surber,CUPE.20180123.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,1634.3089405028277,206.91542230773183,CUPE,2018-01-23,2018
CUPE_2018-01-23,surber,CUPE.20180123.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,52.37686837813143,52.37686837813143,CUPE,2018-01-23,2018
CUPE_2018-01-23,surber,CUPE.20180123.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,98.59715107989794,96.7349099500627,CUPE,2018-01-23,2018
CUPE_2018-01-23,surber,CUPE.20180123.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,28.99590807702955,28.99590807702955,CUPE,2018-01-23,2018
CUPE_2018-01-23,surber,CUPE.20180123.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,22.986078371910654,22.986078371910654,CUPE,2018-01-23,2018
CUPE_2018-01-23,surber,CUPE.20180123.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,254.00310065505994,248.36667213815835,CUPE,2018-01-23,2018
CUPE_2018-01-23,surber,CUPE.20180123.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,87.19986103032605,75.86881305758337,CUPE,2018-01-23,2018
CUPE_2018-01-23,surber,CUPE.20180123.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,41330.36219834239,93.48092629472099,CUPE,2018-01-23,2018
CUPE_2018-06-19,surber,CUPE.20180619.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,245.10764869225176,242.3142869974989,CUPE,2018-06-19,2018
CUPE_2018-06-19,surber,CUPE.20180619.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,106.65240634026571,106.65240634026571,CUPE,2018-06-19,2018
CUPE_2018-06-19,surber,CUPE.20180619.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,128.28416521708382,128.28416521708382,CUPE,2018-06-19,2018
CUPE_2018-06-19,surber,CUPE.20180619.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,162.6134335261635,162.6134335261635,CUPE,2018-06-19,2018
CUPE_2018-06-19,surber,CUPE.20180619.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,128.5258471200303,128.5258471200303,CUPE,2018-06-19,2018
CUPE_2018-06-19,surber,CUPE.20180619.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,23.8465826133602,23.8465826133602,CUPE,2018-06-19,2018
CUPE_2018-06-19,surber,CUPE.20180619.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,51.671006252754985,51.671006252754985,CUPE,2018-06-19,2018
CUPE_2018-06-19,surber,CUPE.20180619.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,70.66057442069281,70.66057442069281,CUPE,2018-06-19,2018
CUPE_2018-11-07,surber,CUPE.20181107.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,30.073631618461576,30.073631618461576,CUPE,2018-11-07,2018
CUPE_2018-11-07,surber,CUPE.20181107.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,65.83014633906485,65.83014633906485,CUPE,2018-11-07,2018
CUPE_2018-11-07,surber,CUPE.20181107.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,35.0237277802522,34.09260721533458,CUPE,2018-11-07,2018
CUPE_2018-11-07,surber,CUPE.20181107.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,16.391972957672877,14.529731827837638,CUPE,2018-11-07,2018
CUPE_2018-11-07,surber,CUPE.20181107.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,49.10900702631656,49.10900702631656,CUPE,2018-11-07,2018
CUPE_2018-11-07,surber,CUPE.20181107.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,36.5721333642201,35.88567106420484,CUPE,2018-11-07,2018
CUPE_2018-11-07,surber,CUPE.20181107.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,9.654788697262585,8.723668132344965,CUPE,2018-11-07,2018
CUPE_2018-11-07,surber,CUPE.20181107.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,14.90947885240752,14.90947885240752,CUPE,2018-11-07,2018
CUPE_2019-01-22,surber,CUPE.20190122.SURBER.1,0.093,macroinvertebrate,mg,mm,10.75268817204301,415.234202302793,415.234202302793,CUPE,2019-01-22,2019
CUPE_2019-01-22,surber,CUPE.20190122.SURBER.2,0.093,macroinvertebrate,mg,mm,10.75268817204301,1925.69730011116,562.2501573188927,CUPE,2019-01-22,2019
CUPE_2019-01-22,surber,CUPE.20190122.SURBER.3,0.093,macroinvertebrate,mg,mm,10.75268817204301,142.95476494174343,141.0925238119082,CUPE,2019-01-22,2019
CUPE_2019-01-22,surber,CUPE.20190122.SURBER.4,0.093,macroinvertebrate,mg,mm,10.75268817204301,21.605909605331842,21.605909605331842,CUPE,2019-01-22,2019
CUPE_2019-01-22,surber,CUPE.20190122.SURBER.5,0.093,macroinvertebrate,mg,mm,10.75268817204301,629.5976234084224,326.0599483495363,CUPE,2019-01-22,2019
CUPE_2019-01-22,surber,CUPE.20190122.SURBER.6,0.093,macroinvertebrate,mg,mm,10.75268817204301,61.81052595740681,61.81052595740681,CUPE,2019-01-22,2019
CUPE_2019-01-22,surber,CUPE.20190122.SURBER.7,0.093,macroinvertebrate,mg,mm,10.75268817204301,94.93948633601326,94.93948633601326,CUPE,2019-01-22,2019
CUPE_2019-01-22,surber,CUPE.20190122.SURBER.8,0.093,macroinvertebrate,mg,mm,10.75268817204301,206.89928155359735,206.89928155359735,CUPE,2019-01-22,2019
